,access_string,title,size,age_range,type,tags,github_url
345,ds002814,A Multimodal Neuroimaging Dataset to Study Spatiotemporal Dynamics of Visual Processing in Humans,48.57GB,19 - 32,MRIEEG,task-categorySelectivitycategorySelectivityTODO: full task name for categorySelectivity,https: // github.com/OpenNeuroDatasets/ds002814
346,ds002813,Model-based fMRI reveals co-existing specific and generalized concept representations,91.78GB,18 - 32,MRI,imtestfintesttrain,https: // github.com/OpenNeuroDatasets/ds002813
347,ds002799,Human es-fMRI Resource: Concurrent deep-brain stimulation and whole-brain functional MRI,175.68GB,13 - 59,MRIiEEG,esrest,https: // github.com/OpenNeuroDatasets/ds002799
348,ds002797,eLife39497,9.77GB,30 - 30,MRI,Main,https: // github.com/OpenNeuroDatasets/ds002797
349,ds002793,ToM following strong vs weak priors,8.84GB,19 - 33,MRI,tomtps,https: // github.com/OpenNeuroDatasets/ds002793
350,ds002791,DataSet1,47.09GB,19 - 40,channelseegelectrodesevents,,https: // github.com/OpenNeuroDatasets/ds002791
351,ds002790,AOMIC-PIOP2,407.72GB,18 - 25,MRI,restingstateworkingmemorystopsignalemomatching,https: // github.com/OpenNeuroDatasets/ds002790
352,ds002785,AOMIC-PIOP1,656.95GB,18 - 26,MRI,anticipationemomatchinggstroopfacesrestingstateworkingmemory,https: // github.com/OpenNeuroDatasets/ds002785
353,ds002778,UC San Diego Resting State EEG Data from Patients with Parkinson's Disease,545MB,47 - 82,EEG,rest,https: // github.com/OpenNeuroDatasets/ds002778
354,ds002776,Motor sequence learning,170.03GB,18 - 30,MRI,motorseq,https: // github.com/OpenNeuroDatasets/ds002776
355,ds002773,Retrieval practice facilitates memory updating by enhancing and differentiating medial prefrontal cortex representations,80.7GB,17 - 25,MRI,updatinglocalizerretrieval,https: // github.com/OpenNeuroDatasets/ds002773
356,ds002770,Brain mechanisms underlying prospective thinking of sustainable behaviors,27.6GB,,T1wboldeventsfieldmap,cueexposure,https: // github.com/OpenNeuroDatasets/ds002770
357,ds002766,Cast-induced plasticity,402.32GB,,MRI,MotorrestREST,https: // github.com/OpenNeuroDatasets/ds002766
358,ds002761,memoryreplay,204.08GB,,MEG,Memory,https: // github.com/OpenNeuroDatasets/ds002761
359,ds002750,YanDataBIDS,131.86MB,,MRI,rest,https: // github.com/OpenNeuroDatasets/ds002750
360,ds002748,Resting state with closed eyes for patients with depression and healthy participants,2.27GB,19 - 55,MRI,resting state with closed eyes,https: // github.com/OpenNeuroDatasets/ds002748
361,ds002743,TEST1,34.48MB,30 - 30,MRI,,https: // github.com/OpenNeuroDatasets/ds002743
362,ds002741,Animated caricatures fMRI study,42.97GB,,MRI,Caricatures,https: // github.com/OpenNeuroDatasets/ds002741
363,ds002739,Simultaneous EEG-fMRI - Confidence in perceptual decisions,42.3GB,,MRI,main,https: // github.com/OpenNeuroDatasets/ds002739
364,ds002738,rewardBeast,79.37GB,,MRI,rewardrestepi,https: // github.com/OpenNeuroDatasets/ds002738
365,ds002737,multibandCFtests,3.38GB,,MRI,StroopnotStroop,https: // github.com/OpenNeuroDatasets/ds002737
366,ds002735,Headmold,8.65GB,,MRI,rest,https: // github.com/OpenNeuroDatasets/ds002735
367,ds002734,Evidence Accumulation in Value-Based decisions,20.96GB,,MRI,main,https: // github.com/OpenNeuroDatasets/ds002734
368,ds002733,Bids Pilot Project,77.88MB,,MRI,rest,https: // github.com/OpenNeuroDatasets/ds002733
369,ds002732,,9.06GB,19 - 38,MRI,rating,https: // github.com/OpenNeuroDatasets/ds002732
370,ds002731,Multiple interactive memory representations underlie the induction of false memory,13.02GB,18 - 25,MRI,retrievalencoding,https: // github.com/OpenNeuroDatasets/ds002731
371,ds002727,EMOTIVE IDIOMS,3.44GB,19 - 36,MRI,silentreading,https: // github.com/OpenNeuroDatasets/ds002727
372,ds002726,Structural brain network of gifted children,319.66MB,,MRI,,https: // github.com/OpenNeuroDatasets/ds002726
373,ds002725,A dataset recording joint EEG-fMRI during affective music listening,15.32GB,20 - 29,T1wchannelseegeventsbold,GeneratedMusicclassicalMusicgenMusic01genMusic02washoutgenMusic03,https: // github.com/OpenNeuroDatasets/ds002725
374,ds002724,A dataset recorded during development of an affective brain-computer music interface: training sessions,8.52GB,19 - 24,channelseegevents,Run,https: // github.com/OpenNeuroDatasets/ds002724
375,ds002723,A dataset recorded during development of an affective brain-computer music interface: testing session,2.6GB,19 - 30,channelseegevents,Run,https: // github.com/OpenNeuroDatasets/ds002723
376,ds002722,A dataset recorded during development of an affective brain-computer music interface: calibration session,6.1GB,19 - 30,channelseegevents,Run,https: // github.com/OpenNeuroDatasets/ds002722
377,ds002721,An EEG dataset recorded during affective music listening,3.35GB,18 - 66,EEG,Run,https: // github.com/OpenNeuroDatasets/ds002721
378,ds002720,A dataset recorded during development of a tempo-based brain-computer music interface,2.39GB,18 - 28,EEG,Run,https: // github.com/OpenNeuroDatasets/ds002720
379,ds002718,Face processing EEG dataset for EEGLAB,4.31GB,23 - 31,EEGMRI,FaceRecognition,https: // github.com/OpenNeuroDatasets/ds002718
380,ds002717,Unexplained Repeated Pregnancy Loss is Associated with Altered Perceptual and Brain Responses to Men’s Body-Odor,9.47GB,,MRI,bodyodorblank,https: // github.com/OpenNeuroDatasets/ds002717
381,ds002715,AVScenes_Blind,1.35GB,,MRI,AVScenesshortAVSceneslong,https: // github.com/OpenNeuroDatasets/ds002715
382,ds002712,Numbers and Letters,309.9GB,,T1wchannelseventsmeg,NumbersLetters,https: // github.com/OpenNeuroDatasets/ds002712
383,ds002711,Smiley,3.56GB,24 - 57,MRI,Smiley,https: // github.com/OpenNeuroDatasets/ds002711
384,ds002702,High-field 7T Visual fMRI Datasets,73.26GB,,MRI,flocRing,https: // github.com/OpenNeuroDatasets/ds002702
385,ds002691,Internal attention study,776.76MB,23 - 66,EEG,internalattention,https: // github.com/OpenNeuroDatasets/ds002691
386,ds002687,Working Memory and Reward in Adults,16.61GB,20 - 30,MRI,"VisuoSpatial Working Memory, Large Reward, Delayed FeedbackVisuoSpatial Working Memory, Large Reward, Immediate FeedbackVisuoSpatial Working Memory, Small Reward, Delayed FeedbackVisuoSpatial Working Memory, Small Reward, Immediate FeedbackVerbal Working Memory, Large Reward, Delayed FeedbackVerbal Working Memory, Large Reward, Immediate FeedbackVerbal Working Memory, Small Reward, Delayed FeedbackVerbal Working Memory, Small Reward, Immediate Feedback",https: // github.com/OpenNeuroDatasets/ds002687
387,ds002685,IBC,1.2TB,26 - 40,MRI,archi emotionalarchi socialarchi spatialarchi standardselfauditory scene perception clips watchingRSVP languageretinotopyHCP emotionHCP gamblingHCP langageHCP motorHCP relationalHCP socialHCP WMFictitious event orderingMovie Watching taskmovie watching taskrest eyes openfilm viewing,https: // github.com/OpenNeuroDatasets/ds002685
388,ds002684,Kung Fu Panda,23.3GB,30 - 45,MRI,checkmovieprf,https: // github.com/OpenNeuroDatasets/ds002684
389,ds002680,Go-nogo categorization and detection task,9.22GB,,EEG,gonogo,https: // github.com/OpenNeuroDatasets/ds002680
390,ds002675,The language network reemerges during recovery from severe traumatic brain injury,1.33GB,,MRI,language,https: // github.com/OpenNeuroDatasets/ds002675
391,ds002674,28andMe,58.74GB,,MRI,rest,https: // github.com/OpenNeuroDatasets/ds002674
392,ds002672,Robust functional mapping of layer-selective responses in human lateral geniculate nucleus with high-resolution 7T fMRI,4.13GB,,MRI,locLREye,https: // github.com/OpenNeuroDatasets/ds002672
393,ds002655,The Medial Temporal Lobe Supports Mnemonic Discrimination for Event Duration,21.61GB,,MRI,TemporalMST,https: // github.com/OpenNeuroDatasets/ds002655
394,ds002647,Isometric exercise facilitates attention to salient events in women via the noradrenergic system,8.16GB,18 - 75,T1wboldevents,Auditory Oddball TaskIsometric Handgrip (IHG) Task,https: // github.com/OpenNeuroDatasets/ds002647
395,ds002634,Project_larynx,28.7GB,,MRI,ArtVocFactorial,https: // github.com/OpenNeuroDatasets/ds002634
396,ds002620,"Emotion regulation in the Ageing Brain, University of Reading, BBSRC",24.96GB,56 - 83,MRI,Emoreg Run1Emoreg Run2Emoreg Run3Emoreg Run4,https: // github.com/OpenNeuroDatasets/ds002620
397,ds002614,Meditacion Interocepcion,26.07MB,,MRI,task-rest,https: // github.com/OpenNeuroDatasets/ds002614
398,ds002609,RPN-signature_Study2,5.03GB,,MRI,resting-state,https: // github.com/OpenNeuroDatasets/ds002609
399,ds002608,RPN-signature_Study1,4.88GB,,MRI,resting-state,https: // github.com/OpenNeuroDatasets/ds002608
400,ds002606,bids_dataset,15.97GB,,MRI,locAPsms16isolocPAepi3d5vollocPAsms16iso5vollocAPepi3d,https: // github.com/OpenNeuroDatasets/ds002606
401,ds002603,MB-EPI-comparison,11.9GB,19 - 25,MRI,wm,https: // github.com/OpenNeuroDatasets/ds002603
402,ds002598,Audiovisual Learning MEG Dataset,277.31GB,19 - 36,MEG,AVLearn,https: // github.com/OpenNeuroDatasets/ds002598
403,ds002596,"Pain Control by Co-adaptive Learning in a Brain-Machine Interface. d1 - decoder construction in day 1, d2 - adaptive control in day 2.",6.78GB,,MRI,d1-decoder_constructiond2-adaptive_tcontrol,https: // github.com/OpenNeuroDatasets/ds002596
404,ds002578,Visual Oddball Task (256 channels),1.33GB,30 - 30,EEGMRI,attention,https: // github.com/OpenNeuroDatasets/ds002578
405,ds002574,Cerebellum Retinotopic Mapping,10.07GB,,MRI,prf,https: // github.com/OpenNeuroDatasets/ds002574
406,ds002551,Mouse_rest_awake,525.91MB,,MRI,rest,https: // github.com/OpenNeuroDatasets/ds002551
407,ds002550,Differential brain mechanisms of selection and maintenance of information during working memory (MEG data),167.5GB,,MEGMRI,WorkingMemoryLocalizerControl,https: // github.com/OpenNeuroDatasets/ds002550
408,ds002549,Protecting the Aging Brain (PAgB),335.8GB,,MRI,mazerest,https: // github.com/OpenNeuroDatasets/ds002549
409,ds002547,SharedStates,77.9GB,18 - 25,MRI,otherself,https: // github.com/OpenNeuroDatasets/ds002547
410,ds002543,"Learning, Inhibitory Control, and Perception",21.29GB,19 - 29,MRI,RLtestphaseRLlearningphaseStopsignalppaffalomapper,https: // github.com/OpenNeuroDatasets/ds002543
411,ds002522,Contrast Response Functions,4.88GB,18 - 30,MRI,CRF,https: // github.com/OpenNeuroDatasets/ds002522
412,ds002513,Increased brain reactivity to gambling unavailability as a marker of problem gambling,30.18GB,,MRI,cueexposure,https: // github.com/OpenNeuroDatasets/ds002513
413,ds002425,"The neural representation of visually evoked emotion is high-dimensional, categorical, and distributed across transmodal brain regions",54.04GB,,MRI,CowenKeltnerEmotionMovie,https: // github.com/OpenNeuroDatasets/ds002425
414,ds002424,Working Memory and Reward in Children with and without Attention Deficit Hyperactivity Disorder (ADHD),40.45GB,,MRI,"VisuoSpatial Working Memory, Large Reward, Delayed FeedbackVisuoSpatial Working Memory, Large Reward, Immediate FeedbackVisuoSpatial Working Memory, Small Reward, Delayed FeedbackVerbal Working Memory, Large Reward, Delayed FeedbackVisuoSpatial Working Memory, Small Reward, Immediate FeedbackVerbal Working Memory, Small Reward, Delayed FeedbackVerbal Working Memory, Large Reward, Immediate FeedbackVerbal Working Memory, Small Reward, Immediate Feedback",https: // github.com/OpenNeuroDatasets/ds002424
415,ds002422,fMRI: resting state and arithmetic task,5.65GB,20 - 75,T1wboldeventsfieldmap,restarithm_run-02arithm_run-01,https: // github.com/OpenNeuroDatasets/ds002422
416,ds002419,"Short-term consumption of sucralose with, but not without, carbohydrate impairs neural and metabolic sensitivity to sugar",90.9GB,23 - 39,MRI,task-taste1task-taste2,https: // github.com/OpenNeuroDatasets/ds002419
417,ds002411,fMRI dataset on program comprehension and expertise,56.3GB,20 - 24,MRI,ProgramCategorization,https: // github.com/OpenNeuroDatasets/ds002411
418,ds002385,PETfrog,119.34GB,12 - 33,MRI,,https: // github.com/OpenNeuroDatasets/ds002385
419,ds002382,Age-related differences in auditory cortex activity during spoken word recognition,56.88GB,19 - 81,MRI,REPEAT02REPEAT01LISTEN01LISTEN02,https: // github.com/OpenNeuroDatasets/ds002382
420,ds002380,SerumGreyMatterCorticalThickness,3.72GB,,MRI,,https: // github.com/OpenNeuroDatasets/ds002380
421,ds002374,3AM straight reproducibility phantoms,5.4MB,,MRI,,https: // github.com/OpenNeuroDatasets/ds002374
422,ds002372,Yale_Single_Subject_Task_Rest30x,156.92GB,,MRI,Gradual-onset continuous performance taskCard Guessing TaskReading the Mind in the eyes taskRest taskN-back taskMovies taskStop-signal task,https: // github.com/OpenNeuroDatasets/ds002372
423,ds002367,OHBM abstract 2020,3.53GB,,MRI,,https: // github.com/OpenNeuroDatasets/ds002367
424,ds002366,"Emotion regulation in the Ageing Brain, University of Reading, BBSRC",10.45GB,56 - 83,MRI,Emoreg Run1Emoreg Run2Emoreg Run3Emoreg Run4,https: // github.com/OpenNeuroDatasets/ds002366
425,ds002363,Repetition of Computer Security Warnings Results in Differential Repetition Suppression Effects as Revealed with Functional MRI,2.02GB,19 - 32,MRI,RSE1,https: // github.com/OpenNeuroDatasets/ds002363
426,ds002358,columnar Finger representations,130.59GB,,MRI,,https: // github.com/OpenNeuroDatasets/ds002358
427,ds002345,Narratives,134.52GB,18 - 53,MRI,piemantunnelnotthefallintactnotthefallshortscramslumlordreachlucymilkywayprettymouthnotthefalllongscramschemashapesphysicalshapessocial21styearmerlinsherlockbronxblackforgotpiemanpni,https: // github.com/OpenNeuroDatasets/ds002345
428,ds002338,A multi-modal human neuroimaging dataset for data integration: simultaneous EEG and fMRI acquisition during a motor imagery neurofeedback task: XP2,25.83GB,18 - 66,EEGMRI,1dNFMIpostMIpre2dNF1dNF_run-012dNF_run-02,https: // github.com/OpenNeuroDatasets/ds002338
429,ds002336,A multi-modal human neuroimaging dataset for data integration: simultaneous EEG and fMRI acquisition during a motor imagery neurofeedback task: XP1,17.98GB,19 - 39,EEGMRI,fmriNFeegfmriNFMIposteegNFmotorlocMIpre,https: // github.com/OpenNeuroDatasets/ds002336
430,ds002330,Neuroimaging predictors of creativity in healthy adults,48.3GB,20 - 35,MRI,Rest,https: // github.com/OpenNeuroDatasets/ds002330
431,ds002328,FSL open science dev dataset,15.2MB,,MRI,,https: // github.com/OpenNeuroDatasets/ds002328
432,ds002322,The Alice Dataset: fMRI Dataset to Study Natural Language Comprehension in the Brain,8.31GB,18 - 26,MRI,alice,https: // github.com/OpenNeuroDatasets/ds002322
433,ds002320,Dynamic_Passive_Threat,129.17GB,,MRI,circles,https: // github.com/OpenNeuroDatasets/ds002320
434,ds002316,rewardBeast,483.4GB,,MRI,rewardBeastrest,https: // github.com/OpenNeuroDatasets/ds002316
435,ds002311,Multiple-object tracking as atool for parametrically modulating memory reactivation,11.82GB,,MRI,Post-MOT memory testCategory LocalizerMOT taskPre-MOT memory test,https: // github.com/OpenNeuroDatasets/ds002311
436,ds002307,individual_dMRI_fMRI,41.62GB,,MRI,rest,https: // github.com/OpenNeuroDatasets/ds002307
437,ds002306,Over 100 Task fMRI Dataset,20.98GB,,T1wboldevents,testtraining,https: // github.com/OpenNeuroDatasets/ds002306
438,ds002295,ODC mapper 7T surface coil,80.58GB,,MRI,Detect Fixation changesPRF stimulusDetect changes in checkerboard rotation direction,https: // github.com/OpenNeuroDatasets/ds002295
439,ds002294,trait-role,20.25GB,,MRI,roletrait,https: // github.com/OpenNeuroDatasets/ds002294
440,ds002293,FSL open science dev dataset,6MB,,MRI,,https: // github.com/OpenNeuroDatasets/ds002293
441,ds002278,Dense Investigation of Variability of Affect (DIVA),4.76GB,25,MRI,"Stranger Thingslocalization task, detection versionlocalization task, estimation version",https: // github.com/OpenNeuroDatasets/ds002278
442,ds002274,Hands on analysis tutorial,1.9GB,,MRI,,https: // github.com/OpenNeuroDatasets/ds002274
443,ds002270,Viewing_food_cues,6.44GB,21 - 29,MRI,Viewing alternating blocks presenting either ready-to-eat edible objects or pictures of items unrelated to food,https: // github.com/OpenNeuroDatasets/ds002270
444,ds002250,When my wrongs are worse than yours: behavioral and neural asymmetries in first-person and third-person perspectives of accidents,6.61GB,18 - 36,MRI,firstthirdsotom,https: // github.com/OpenNeuroDatasets/ds002250
445,ds002242,Correcting False Memories: The Effect of Mnemonic Generalization on Original Memory Traces,81.29GB,,MRI,STT,https: // github.com/OpenNeuroDatasets/ds002242
446,ds002241,Relating visual production and recognition of objects in human visual cortex,57.37GB,,MRI,drawingrecognition,https: // github.com/OpenNeuroDatasets/ds002241
447,ds002237,Briefly cueing memories leads to suppression of their neural representations,5.69GB,,MRI,RSVP taskPost-RSVP memory testPre-RSVP memory testCategory Localizer,https: // github.com/OpenNeuroDatasets/ds002237
448,ds002236,Cross-Sectional Multidomain Lexical Processing,21.62GB,8 - 15,MRI,Auditory Rhyming JudgmentAuditory Semantic JudgmentAuditory Spelling JudgmentVisual Rhyming JudgmentVisual Semantic JudgmentVisual Spelling Judgment,https: // github.com/OpenNeuroDatasets/ds002236
449,ds002232,Caltech rsfMRI Dataset,2.21GB,21 - 34,MRI,rest,https: // github.com/OpenNeuroDatasets/ds002232
450,ds002218,Auditory and Visual Rhythm Omission EEG,1.95GB,,EEG,Experiment,https: // github.com/OpenNeuroDatasets/ds002218
451,ds002207,CEREBRuM: a 3T MRI segmentation tool,86.05MB,,MRI,,https: // github.com/OpenNeuroDatasets/ds002207
452,ds002185,Human Olfaction Without Apparent Olfactory Bulbs,6.91GB,,T1wT2wdwiboldevents,odorsTODO: full task name for odors,https: // github.com/OpenNeuroDatasets/ds002185
453,ds002181,CRYPTO and PROVIDE EEG Baseline Data,150.89MB,6 - 36,channelseegevents,Baseline,https: // github.com/OpenNeuroDatasets/ds002181
454,ds002179,7 Tesla MRI of the ex vivo human brain at 100 micron resolution,95.4GB,,MRI,,https: // github.com/OpenNeuroDatasets/ds002179
455,ds002169,CCD,236.83GB,18 - 18,MRI,CCDLocalizer,https: // github.com/OpenNeuroDatasets/ds002169
456,ds002168,Pattern Separation beyond the Hippocampus: A High-Resolution Whole-Brain Investigation of Mnemonic Discrimination in Healthy Adults,98.06GB,,MRI,MST,https: // github.com/OpenNeuroDatasets/ds002168
457,ds002158,Disentangling the origins of confidence in speeded perceptual judgments through multimodal imaging,428.59GB,20 - 32,MRIEEG,mainrest,https: // github.com/OpenNeuroDatasets/ds002158
458,ds002156,Multi-echo masking test dataset,538.33MB,,MRI,rest,https: // github.com/OpenNeuroDatasets/ds002156
459,ds002155,A mesial-to-lateral dissociation for orthographic processing in the visual cortex,51.25GB,,MRI,graphemesregularity,https: // github.com/OpenNeuroDatasets/ds002155
460,ds002154,Mouse_rest_psilocybin_pilot,2.71GB,,MRI,rest,https: // github.com/OpenNeuroDatasets/ds002154
461,ds002153,testrun,858.6MB,,MRI,Resting_state,https: // github.com/OpenNeuroDatasets/ds002153
462,ds002149,Conditional Visual Associative Learning Task,10.38GB,,MRI,conditional visual associative learning task,https: // github.com/OpenNeuroDatasets/ds002149
463,ds002144,Stat Episodic,78.25GB,,MRI,random presentationcategory pairings,https: // github.com/OpenNeuroDatasets/ds002144
464,ds002134,Mouse_opto_3xTG,9.51GB,3 - 6,MRI,opto10opto5opto20rest,https: // github.com/OpenNeuroDatasets/ds002134
465,ds002116,Development of Symbolic Number Processing,27.72GB,6 - 14,MRI,Adaptation,https: // github.com/OpenNeuroDatasets/ds002116
466,ds002105,Multi-Domain Task Battery (MDTB),209GB,19 - 29,MRI,abrest,https: // github.com/OpenNeuroDatasets/ds002105
467,ds002094,Single-pulse open-loop TMS-EEG dataset,39.45GB,,channelseegevents,resttmseeg1tmseeg2,https: // github.com/OpenNeuroDatasets/ds002094
468,ds002087,Datasets with and without deliberate head movements for detection and imputation of dropout in diffusion MRI,116.32MB,,MRI,,https: // github.com/OpenNeuroDatasets/ds002087
469,ds002080,BTC_postop,4.32GB,39 - 77,MRI,rest,https: // github.com/OpenNeuroDatasets/ds002080
470,ds002076,Layer-dependent activity in human prefrontal cortex during working memory,18.55GB,,MRI,alpha-remlocalizergo-nogo,https: // github.com/OpenNeuroDatasets/ds002076
471,ds002041,Mesolimbic dopamine D2 receptors and neural representations of subjective value,3.23GB,18 - 24,MRI,TD,https: // github.com/OpenNeuroDatasets/ds002041
472,ds002040,BIDS_PARKINSON,24MB,,MRI,,https: // github.com/OpenNeuroDatasets/ds002040
473,ds002034,Real-time EEG feedback on alpha power lateralization leads to behavioral improvements in a covert attention task,10.1GB,21 - 27,EEG,task-offlinetask-offlinecatchtask-onlineshamtask-onlinereal,https: // github.com/OpenNeuroDatasets/ds002034
474,ds002033,Investigating the visual number form area: A replication study,23.74GB,18 - 39,MRI,ChangeDetection,https: // github.com/OpenNeuroDatasets/ds002033
475,ds002016,BigBrainMRICoreg,2.16GB,,,,https: // github.com/OpenNeuroDatasets/ds002016
476,ds002014,Language Production fMRI,34.28MB,,MRI,"language production task, semantic fluency",https: // github.com/OpenNeuroDatasets/ds002014
477,ds002013,StimDisc,1.63GB,,MRI,CircConStimDisc,https: // github.com/OpenNeuroDatasets/ds002013
478,ds002011,Locus coeruleus activity strengthens prioritized memories under arousal,3.5GB,,MRI,Overlap (Monetary Encoding Incentive) TaskPPA/LOC functional Localizer,https: // github.com/OpenNeuroDatasets/ds002011
479,ds002006,Memory and decision making dataset,46.02GB,,MRI,ColorDotsMemoryFoodChoice,https: // github.com/OpenNeuroDatasets/ds002006
480,ds002001,Rivalry_Tagging,81.67GB,,MEGMRI,rivalrynoise,https: // github.com/OpenNeuroDatasets/ds002001
481,ds002000,reinstatement_fidelity,38.73GB,,MRI,rf,https: // github.com/OpenNeuroDatasets/ds002000
482,ds001984,Image segmentation Based on Relative Motion and Relative Disparity Cues (passive fixation),50.47GB,,MRI,task-conttask-disptask-mot,https: // github.com/OpenNeuroDatasets/ds001984
483,ds001981,Temporal stability of fMRI in medetomidine-anesthetized rats,70.84GB,,MRI,efsrs,https: // github.com/OpenNeuroDatasets/ds001981
484,ds001978,Image segmentation Based on Relative Motion and Relative Disparity Cues (central letter task),34.59GB,,MRI,task-dispAtttask-motAtt,https: // github.com/OpenNeuroDatasets/ds001978
485,ds001972,SVNDL anatomical data,1.22GB,,MRI,,https: // github.com/OpenNeuroDatasets/ds001972
486,ds001971,Audiocue walking study,31.98GB,,channelscoordsystemeegelectrodesevents,AudioCueWalkingStudy,https: // github.com/OpenNeuroDatasets/ds001971
487,ds001946,Hippocampal-neocortical interactions sharpen over time for predictive actions,41.81GB,,MRI,cue-action-outcomeFunctional Localizer,https: // github.com/OpenNeuroDatasets/ds001946
488,ds001945,MouseLemurAtlas_MRIraw,1.88GB,,MRI,,https: // github.com/OpenNeuroDatasets/ds001945
489,ds001942,Auditory localization with 7T fMRI,153.94GB,23 - 30,MRI,restauditoryTODO: full task name for auditoryTODO: full task name for rest,https: // github.com/OpenNeuroDatasets/ds001942
490,ds001928,Functional Connectivity of Music-Induced Analgesia in Fibromyalgia,20.41GB,21 - 70,MRI,post-controlpre-musicpre-controlpost-music,https: // github.com/OpenNeuroDatasets/ds001928
491,ds001927,The physiological effects of non-invasive brain stimulation fundamentally differ across the human cortex,21.39GB,19 - 32,MRI,Rest PostRest Pre,https: // github.com/OpenNeuroDatasets/ds001927
492,ds001926,Violation Differentiation,140.69GB,,MRI,Post Test PhaseLocalizerTest PhaseStudy Phase,https: // github.com/OpenNeuroDatasets/ds001926
493,ds001923,"Anterior cingulate engagement in a foraging context reflects choice difficulty, not foraging value (2)",4.98GB,,MRI,forage-engage decision task,https: // github.com/OpenNeuroDatasets/ds001923
494,ds001921,"Anterior cingulate engagement in a foraging context reflects choice difficulty, not foraging value (1)",3.45GB,,MRI,forage-engage decision task,https: // github.com/OpenNeuroDatasets/ds001921
495,ds001912,S-cone_MotionInDepth_fMRI,9.49GB,,MRI,task-MIDtask-MTMST,https: // github.com/OpenNeuroDatasets/ds001912
496,ds001907,ANT: Healthy aging and Parkinson's disease,258.03GB,,MRI,ANTrest,https: // github.com/OpenNeuroDatasets/ds001907
497,ds001894,Longitudinal Brain Correlates of Multisensory Lexical Processing in Children,225.75GB,,MRI,Audio-Audio Non-Word RhymingAudio-Audio Word RhymingAudio-Visual Non-Word RhymingAudio-Visual Word RhymingVisual-Visual Word RhymingVisual-Visual Non-Word Rhyming,https: // github.com/OpenNeuroDatasets/ds001894
498,ds001890,Mouse_rest_3xTG,9.01GB,,MRI,rest,https: // github.com/OpenNeuroDatasets/ds001890
499,ds001883,Social Decision-Making Risky Choice Task Dataset,56.5GB,23 - 55,MRI,SocialRiskyChoice,https: // github.com/OpenNeuroDatasets/ds001883
500,ds001882,Social Decision-Making Intertemporal Choice Task Dataset,53.68GB,20 - 55,MRI,SocialIntertemporalChoice,https: // github.com/OpenNeuroDatasets/ds001882
501,ds001875,TheVirtualBrain Macaque MRI,24.38GB,,MRI,rest,https: // github.com/OpenNeuroDatasets/ds001875
502,ds001849,RS_TMSEEG_Data,44.51GB,,EEG,tmseegrest,https: // github.com/OpenNeuroDatasets/ds001849
503,ds001848,"Parallel Adaptation of Symbols, Quantities, and Physical Size",67.29GB,18 - 39,MRI,ParallelAdaptation,https: // github.com/OpenNeuroDatasets/ds001848
504,ds001847,"A Probability Distribution over Latent Causes, in the Orbitofrontal Cortex",6.76GB,,MRI,Photographs task,https: // github.com/OpenNeuroDatasets/ds001847
505,ds001840,Prestimulus Exp1,9.08GB,18 - 37,MRI,viewclips,https: // github.com/OpenNeuroDatasets/ds001840
506,ds001839,Spinal stimulation stepping and standing dataset,2.85GB,,T1wboldevents,rest15rest30stand15stand30step15step30,https: // github.com/OpenNeuroDatasets/ds001839
507,ds001838,Handedness and Symbolic Number Representation,27.12GB,18 - 35,MRI,Adaptation,https: // github.com/OpenNeuroDatasets/ds001838
508,ds001832,Resting State - TMS,3.21GB,,T1wbold,Rest,https: // github.com/OpenNeuroDatasets/ds001832
509,ds001818,Enhanced striatal and prefrontal activity is associated with individual differences in nonreinforced preference change for faces,170.35GB,,MRI,localizerprobetrainingresponsetostim,https: // github.com/OpenNeuroDatasets/ds001818
510,ds001814,Neuroanatomical correlates of approach-avoidance conflict (fMRI),26.22GB,23 - 55,T1wboldevents,ARC,https: // github.com/OpenNeuroDatasets/ds001814
511,ds001810,"EEG study of the attentional blink; before, during, and after transcranial Direct Current Stimulation (tDCS)",109.7GB,,channelseegevents,Attentional blink,https: // github.com/OpenNeuroDatasets/ds001810
512,ds001796,Bilingualism and the brain,47.02GB,18 - 52,MRI,flankerrest,https: // github.com/OpenNeuroDatasets/ds001796
513,ds001787,EEG meditation study,5.69GB,29 - 78,EEG,meditation,https: // github.com/OpenNeuroDatasets/ds001787
514,ds001785,Evidence accumulation relates to perceptual consciousness and monitoring,27.86GB,18 - 34,EEG,tactile detection,https: // github.com/OpenNeuroDatasets/ds001785
515,ds001784,Effects of ON/OFF deep brain stimulation on cognitive control in treatment-resistant depression (EEG),10.96GB,,T1wbehchannels,afmsitrest,https: // github.com/OpenNeuroDatasets/ds001784
516,ds001780,SC MRI dataset,12.45MB,,MRI,,https: // github.com/OpenNeuroDatasets/ds001780
517,ds001775,Neural Differentiation Tracks Improved Recall of Competing Memories Following Interleaved Study and Retrieval Practice,16.66GB,,MRI,study phaseretrieval-practice/restudy phase,https: // github.com/OpenNeuroDatasets/ds001775
518,ds001771,InterTVA. A multimodal MRI dataset for the study of inter-individual differences in voice perception and identification.,116.9GB,18 - 41,MRI,identificationrestlocalizer,https: // github.com/OpenNeuroDatasets/ds001771
519,ds001769,studyforrest_movie_denoised,27.41GB,,MRI,movie,https: // github.com/OpenNeuroDatasets/ds001769
520,ds001768,Retinotopy,1.84GB,,T1wbold,Retinotopy,https: // github.com/OpenNeuroDatasets/ds001768
